ticker,company,sector,price,recommendation,conviction_score,technical_score,fundamental_score,quality_score,risk_score,volume_score,pattern_score,ml_score,premarket_score,options_score,news_score,rotation_score,volatility_score,insider_score,institutional_score,social_score,macro_score,congressional_score,ml_probability,holding_period_days,exit_strategy,exit_plan,entry_price,stop_loss_price,target_price,exit_review_days,technical_drivers,risk_reward_ratio,pattern_signals,unusual_volume_ratio,pre_market_change_pct,pre_market_volume,forecast_volatility,key_catalysts
APH,Amphenol Corporation,Technology,122.5999984741211,BUY,62.05,60.0,40.0,78.0,65.0,50.0,74.0,50.5,50,50.0,50.0,50.0,50,50.0,50,50.0,60,50,0.5023,21,Enter near $122.60; place stop around $116.54 (2×ATR); target about $131.69 (3×ATR); reassess after 21 days.,Enter near $122.60; place stop around $116.54 (2×ATR); target about $131.69 (3×ATR); reassess after 21 days.,122.6,116.54,131.69,21,"RSI 77 (momentum run); Price above 50-day trend; Golden cross bias (50d > 200d); 1M +9.5% momentum; 3M +24.2% momentum; Patterns: Double Bottom, Cup & Handle; ML upside odds 50%",2.0,"Double Bottom, Cup & Handle",0.62,,,0.256,"Double Bottom, Cup & Handle"
BXP,"BXP, Inc.",Real Estate,74.81999969482422,BUY,61.94,81.0,40.0,50.0,55.0,50.0,74.0,49.4,50,50.0,50.0,50.0,50,50.0,50,50.0,50,50,0.497,9,Enter near $74.82; place stop around $70.57 (2×ATR); target about $81.19 (3×ATR); reassess after 9 days.,Enter near $74.82; place stop around $70.57 (2×ATR); target about $81.19 (3×ATR); reassess after 9 days.,74.82,70.57,81.19,9,"RSI 47; Price above 50-day trend; Golden cross bias (50d > 200d); 3M +10.9% momentum; Patterns: Double Bottom, Cup & Handle; ML upside odds 50%",2.0,"Double Bottom, Cup & Handle",1.05,,,0.295,"Double Bottom, Cup & Handle"
CNP,"CenterPoint Energy, Inc (Holdin",Utilities,38.810001373291016,BUY,61.85,62.0,50.0,50.0,80.0,55.0,62.0,44.8,50,50.0,50.0,50.0,70,50.0,50,50.0,50,50,0.4741,10,Enter near $38.81; place stop around $37.63 (2×ATR); target about $40.59 (3×ATR); reassess after 10 days.,Enter near $38.81; place stop around $37.63 (2×ATR); target about $40.59 (3×ATR); reassess after 10 days.,38.81,37.63,40.59,10,RSI 67 (momentum run); Price above 50-day trend; Golden cross bias (50d > 200d); 3M +5.6% momentum; Patterns: Double Bottom; ML upside odds 47%,2.0,Double Bottom,1.05,,,0.16,Double Bottom
BKR,Baker Hughes Company,Energy,50.52000045776367,BUY,61.79,64.0,60.0,50.0,55.0,55.0,74.0,42.9,50,50.0,50.0,50.0,70,50.0,50,50.0,50,50,0.4644,21,Enter near $50.52; place stop around $48.23 (2×ATR); target about $53.95 (3×ATR); reassess after 21 days.,Enter near $50.52; place stop around $48.23 (2×ATR); target about $53.95 (3×ATR); reassess after 21 days.,50.52,48.23,53.95,21,"RSI 80 (momentum run); Price above 50-day trend; Golden cross bias (50d > 200d); 1M +10.9% momentum; 3M +31.8% momentum; Patterns: Double Bottom, Cup & Handle; ML upside odds 46%",2.0,"Double Bottom, Cup & Handle",1.21,,,0.243,"Double Bottom, Cup & Handle"
CHRW,"C.H. Robinson Worldwide, Inc.",Industrials,131.80999755859375,BUY,61.61,70.0,50.0,50.0,55.0,50.0,74.0,53.0,50,50.0,50.0,50.0,50,50.0,50,50.0,50,50,0.5149,8,Enter near $131.81; place stop around $126.05 (2×ATR); target about $140.45 (3×ATR); reassess after 8 days.,Enter near $131.81; place stop around $126.05 (2×ATR); target about $140.45 (3×ATR); reassess after 8 days.,131.81,126.05,140.45,8,"RSI 66 (momentum run); Price above 50-day trend; Golden cross bias (50d > 200d); 3M +37.4% momentum; Patterns: Double Bottom, Cup & Handle; ML upside odds 51%",2.0,"Double Bottom, Cup & Handle",0.96,,,0.275,"Double Bottom, Cup & Handle"
BIIB,Biogen Inc.,Healthcare,137.3699951171875,BUY,61.56,67.0,60.0,60.0,50.0,45.0,74.0,47.4,50,50.0,50.0,50.0,50,50.0,50,50.0,50,50,0.4869,8,Enter near $137.37; place stop around $129.72 (2×ATR); target about $148.84 (3×ATR); reassess after 8 days.,Enter near $137.37; place stop around $129.72 (2×ATR); target about $148.84 (3×ATR); reassess after 8 days.,137.37,129.72,148.84,8,"RSI 43; Price above 50-day trend; Golden cross bias (50d > 200d); 3M +9.4% momentum; Patterns: Double Bottom, Cup & Handle; ML upside odds 49%",2.0,"Double Bottom, Cup & Handle",0.99,,,0.289,"Double Bottom, Cup & Handle"
AXON,"Axon Enterprise, Inc.",Industrials,708.8400268554688,BUY,61.46,70.0,40.0,60.0,45.0,50.0,50.0,69.3,50,50.0,50.0,50.0,50,50.0,50,50.0,50,50,0.5964,3,Enter near $708.84; place stop around $659.01 (2×ATR); target about $783.58 (3×ATR); reassess after 3 days.,Enter near $708.84; place stop around $659.01 (2×ATR); target about $783.58 (3×ATR); reassess after 3 days.,708.84,659.01,783.58,3,"RSI 41; Price below 50-day trend; Golden cross bias (50d > 200d); 1M -9.3% pullback; 3M -14.4% pullback; Patterns: Double Top, Cup & Handle; ML upside odds 60%",2.0,"Double Top, Cup & Handle",0.76,,,0.509,"Double Top, Cup & Handle"
AWK,"American Water Works Company, I",Utilities,136.36000061035156,BUY,61.37,68.0,50.0,60.0,80.0,45.0,38.0,42.0,50,50.0,50.0,50.0,70,50.0,50,50.0,50,50,0.4598,9,Enter near $136.36; place stop around $131.99 (2×ATR); target about $142.92 (3×ATR); reassess after 9 days.,Enter near $136.36; place stop around $131.99 (2×ATR); target about $142.92 (3×ATR); reassess after 9 days.,136.36,131.99,142.92,9,RSI 36; Price below 50-day trend; Golden cross bias (50d > 200d); Patterns: Double Top; ML upside odds 46%,2.0,Double Top,0.78,,,0.171,Double Top
ABBV,AbbVie Inc.,Healthcare,220.61000061035156,BUY,61.14,56.0,46.0,58.0,70.0,50.0,74.0,48.7,50,50.0,50.0,50.0,70,50.0,50,50.0,50,50,0.4933,10,Enter near $220.61; place stop around $212.96 (2×ATR); target about $232.08 (3×ATR); reassess after 10 days.,Enter near $220.61; place stop around $212.96 (2×ATR); target about $232.08 (3×ATR); reassess after 10 days.,220.61,212.96,232.08,10,"RSI 70 (momentum run); Price above 50-day trend; Golden cross bias (50d > 200d); 1M +6.1% momentum; 3M +18.9% momentum; Patterns: Double Bottom, Cup & Handle; ML upside odds 49%",2.0,"Double Bottom, Cup & Handle",0.79,,,0.183,"Double Bottom, Cup & Handle"
BG,Bunge Limited,Consumer Defensive,81.97000122070312,BUY,61.0,67.0,60.0,42.0,60.0,50.0,74.0,46.0,50,50.0,50.0,50.0,50,50.0,50,50.0,50,50,0.4801,8,Enter near $81.97; place stop around $77.30 (2×ATR); target about $88.97 (3×ATR); reassess after 8 days.,Enter near $81.97; place stop around $77.30 (2×ATR); target about $88.97 (3×ATR); reassess after 8 days.,81.97,77.3,88.97,8,"RSI 44; Price above 50-day trend; Golden cross bias (50d > 200d); Patterns: Double Bottom, Cup & Handle; ML upside odds 48%",2.0,"Double Bottom, Cup & Handle",1.1,,,0.342,"Double Bottom, Cup & Handle"
