ticker,company,sector,price,recommendation,conviction_score,technical_score,fundamental_score,quality_score,risk_score,volume_score,pattern_score,ml_score,premarket_score,options_score,news_score,rotation_score,volatility_score,insider_score,institutional_score,social_score,macro_score,congressional_score,ml_probability,holding_period_days,exit_strategy,exit_plan,entry_price,stop_loss_price,target_price,exit_review_days,technical_drivers,risk_reward_ratio,pattern_signals,unusual_volume_ratio,pre_market_change_pct,pre_market_volume,forecast_volatility,key_catalysts
MLM,"Martin Marietta Materials, Inc.",Basic Materials,613.739990234375,BUY,65.22,85.0,50.0,60.0,65.0,45.0,74.0,45.2,50,50.0,50.0,50.0,70,50.0,50.0,50.0,50,50,0.4758,9,Enter near $613.74; place stop around $588.46 (2×ATR); target about $651.66 (3×ATR); reassess after 9 days.,Enter near $613.74; place stop around $588.46 (2×ATR); target about $651.66 (3×ATR); reassess after 9 days.,613.74,588.46,651.66,9,"RSI 42; Price above 50-day trend; Golden cross bias (50d > 200d); 3M +11.8% momentum; Patterns: Double Bottom, Cup & Handle; ML upside odds 48%",2.0,"Double Bottom, Cup & Handle",0.8,,,0.191,"Double Bottom, Cup & Handle"
FOXA,Fox Corporation,Unknown,61.150001525878906,BUY,65.12,81.0,60.0,50.0,75.0,50.0,74.0,47.6,50,50.0,50.0,50.0,50,50.0,50.0,50.0,50,50,0.4881,9,Enter near $61.15; place stop around $57.46 (2×ATR); target about $66.69 (3×ATR); reassess after 9 days.,Enter near $61.15; place stop around $57.46 (2×ATR); target about $66.69 (3×ATR); reassess after 9 days.,61.15,57.46,66.69,9,"RSI 46; Price above 50-day trend; Golden cross bias (50d > 200d); 3M +9.1% momentum; Patterns: Double Bottom, Cup & Handle; ML upside odds 49%",2.0,"Double Bottom, Cup & Handle",0.77,,,0.325,"Double Bottom, Cup & Handle"
PKG,Packaging Corporation of Americ,Consumer Cyclical,215.9499969482422,BUY,65.12,81.0,60.0,58.0,65.0,45.0,74.0,42.7,50,50.0,50.0,50.0,70,50.0,50.0,50.0,50,50,0.4634,9,Enter near $215.95; place stop around $208.76 (2×ATR); target about $226.73 (3×ATR); reassess after 9 days.,Enter near $215.95; place stop around $208.76 (2×ATR); target about $226.73 (3×ATR); reassess after 9 days.,215.95,208.76,226.73,9,"RSI 50; Price above 50-day trend; Golden cross bias (50d > 200d); 3M +14.6% momentum; Patterns: Double Bottom, Cup & Handle; ML upside odds 46%",2.0,"Double Bottom, Cup & Handle",0.85,,,0.221,"Double Bottom, Cup & Handle"
JBL,Jabil Inc.,Technology,215.83999633789062,BUY,65.12,76.0,50.0,68.0,55.0,55.0,74.0,56.0,50,50.0,50.0,50.0,50,50.0,50.0,50.0,60,50,0.5299,8,Enter near $215.84; place stop around $200.89 (2×ATR); target about $238.27 (3×ATR); reassess after 8 days.,Enter near $215.84; place stop around $200.89 (2×ATR); target about $238.27 (3×ATR); reassess after 8 days.,215.84,200.89,238.27,8,"RSI 55; Price below 50-day trend; Golden cross bias (50d > 200d); Patterns: Double Bottom, Cup & Handle; ML upside odds 53%",2.0,"Double Bottom, Cup & Handle",1.03,,,0.431,"Double Bottom, Cup & Handle"
NVDA,NVIDIA Corporation,Technology,178.19000244140625,BUY,65.06,70.0,46.0,78.0,59.0,50.0,74.0,50.9,50,65.0,39.8,50.0,50,50.0,50.0,50.0,60,70,0.5043,9,Enter near $178.19; place stop around $167.30 (2×ATR); target about $194.52 (3×ATR); reassess after 9 days.,Enter near $178.19; place stop around $167.30 (2×ATR); target about $194.52 (3×ATR); reassess after 9 days.,178.19,167.3,194.52,9,"RSI 63; Price above 50-day trend; Golden cross bias (50d > 200d); 3M +12.8% momentum; Patterns: Double Bottom, Cup & Handle; ML upside odds 50%",2.0,"Double Bottom, Cup & Handle",0.8,,,0.308,"Double Bottom, Cup & Handle; Unusual options flow"
TJX,"TJX Companies, Inc. (The)",Unknown,143.08999633789062,BUY,65.02,85.0,50.0,50.0,75.0,50.0,74.0,41.5,50,50.0,50.0,50.0,70,50.0,50.0,50.0,50,50,0.4573,10,Enter near $143.09; place stop around $139.76 (2×ATR); target about $148.09 (3×ATR); reassess after 10 days.,Enter near $143.09; place stop around $139.76 (2×ATR); target about $148.09 (3×ATR); reassess after 10 days.,143.09,139.76,148.09,10,"RSI 60; Price above 50-day trend; Golden cross bias (50d > 200d); 3M +15.9% momentum; Patterns: Double Bottom, Cup & Handle; ML upside odds 46%",2.0,"Double Bottom, Cup & Handle",0.91,,,0.134,"Double Bottom, Cup & Handle"
RL,Ralph Lauren Corporation,Consumer Cyclical,311.9700012207031,BUY,64.92,85.0,50.0,68.0,59.0,50.0,74.0,46.3,50,50.0,50.0,50.0,50,50.0,50.0,50.0,50,50,0.4814,9,Enter near $311.97; place stop around $296.03 (2×ATR); target about $335.88 (3×ATR); reassess after 9 days.,Enter near $311.97; place stop around $296.03 (2×ATR); target about $335.88 (3×ATR); reassess after 9 days.,311.97,296.03,335.88,9,"RSI 53; Price above 50-day trend; Golden cross bias (50d > 200d); 3M +13.7% momentum; Patterns: Double Bottom, Cup & Handle; ML upside odds 48%",2.0,"Double Bottom, Cup & Handle",0.75,,,0.305,"Double Bottom, Cup & Handle"
MSI,"Motorola Solutions, Inc.",Technology,456.5199890136719,BUY,64.91,73.0,50.0,68.0,65.0,50.0,74.0,47.0,50,50.0,50.0,50.0,70,50.0,50.0,50.0,60,50,0.4851,10,Enter near $456.52; place stop around $441.89 (2×ATR); target about $478.46 (3×ATR); reassess after 10 days.,Enter near $456.52; place stop around $441.89 (2×ATR); target about $478.46 (3×ATR); reassess after 10 days.,456.52,441.89,478.46,10,"RSI 31 (oversold rebound); Price below 50-day trend; Golden cross bias (50d > 200d); 3M +8.6% momentum; Patterns: Double Bottom, Cup & Handle; ML upside odds 49%",2.0,"Double Bottom, Cup & Handle",0.62,,,0.186,"Double Bottom, Cup & Handle"
HLT,Hilton Worldwide Holdings Inc.,Consumer Cyclical,261.75,BUY,64.9,91.0,40.0,60.0,65.0,55.0,50.0,47.0,50,50.0,50.0,50.0,70,50.0,50.0,50.0,50,50,0.4849,9,Enter near $261.75; place stop around $252.77 (2×ATR); target about $275.21 (3×ATR); reassess after 9 days.,Enter near $261.75; place stop around $252.77 (2×ATR); target about $275.21 (3×ATR); reassess after 9 days.,261.75,252.77,275.21,9,"RSI 28 (oversold rebound); Price below 50-day trend; Golden cross bias (50d > 200d); 1M -5.3% pullback; Patterns: Double Top, Cup & Handle; ML upside odds 48%",2.0,"Double Top, Cup & Handle",1.14,,,0.192,"Double Top, Cup & Handle"
NTAP,"NetApp, Inc.",Unknown,119.87999725341797,BUY,64.88,81.0,60.0,50.0,55.0,50.0,74.0,48.9,50,50.0,50.0,50.0,70,50.0,50.0,50.0,50,50,0.4946,9,Enter near $119.88; place stop around $115.51 (2×ATR); target about $126.44 (3×ATR); reassess after 9 days.,Enter near $119.88; place stop around $115.51 (2×ATR); target about $126.44 (3×ATR); reassess after 9 days.,119.88,115.51,126.44,9,"RSI 46; Price above 50-day trend; Golden cross bias (50d > 200d); 3M +12.5% momentum; Patterns: Double Bottom, Cup & Handle; ML upside odds 49%",2.0,"Double Bottom, Cup & Handle",0.65,,,0.239,"Double Bottom, Cup & Handle"
