ticker,company,sector,price,recommendation,conviction_score,technical_score,fundamental_score,quality_score,risk_score,volume_score,pattern_score,ml_score,premarket_score,options_score,news_score,rotation_score,volatility_score,insider_score,institutional_score,social_score,macro_score,congressional_score,ml_probability,holding_period_days,exit_strategy,exit_plan,entry_price,stop_loss_price,target_price,exit_review_days,technical_drivers,risk_reward_ratio,pattern_signals,unusual_volume_ratio,pre_market_change_pct,pre_market_volume,forecast_volatility,key_catalysts
TFC,Truist Financial Corporation,Financial Services,46.02000045776367,BUY,65.8,81.0,60.0,60.0,65.0,45.0,74.0,45.4,50,50.0,50.0,50.0,70,50.0,50.0,50.0,55,50,0.4768,9,Enter near $46.02; place stop around $44.27 (2×ATR); target about $48.64 (3×ATR); reassess after 9 days.,Enter near $46.02; place stop around $44.27 (2×ATR); target about $48.64 (3×ATR); reassess after 9 days.,46.02,44.27,48.64,9,"RSI 50; Price above 50-day trend; Golden cross bias (50d > 200d); 3M +7.0% momentum; Patterns: Double Bottom, Cup & Handle; ML upside odds 48%",2.0,"Double Bottom, Cup & Handle",0.54,,,0.176,"Double Bottom, Cup & Handle"
PH,Parker-Hannifin Corporation,Industrials,750.719970703125,BUY,65.67,81.0,50.0,68.0,65.0,50.0,74.0,46.0,50,50.0,50.0,50.0,70,50.0,50.0,50.0,50,50,0.4802,9,Enter near $750.72; place stop around $721.81 (2×ATR); target about $794.08 (3×ATR); reassess after 9 days.,Enter near $750.72; place stop around $721.81 (2×ATR); target about $794.08 (3×ATR); reassess after 9 days.,750.72,721.81,794.08,9,"RSI 45; Price above 50-day trend; Golden cross bias (50d > 200d); 3M +7.5% momentum; Patterns: Double Bottom, Cup & Handle; ML upside odds 48%",2.0,"Double Bottom, Cup & Handle",0.61,,,0.196,"Double Bottom, Cup & Handle"
TJX,"TJX Companies, Inc. (The)",Consumer Cyclical,143.08999633789062,BUY,65.67,85.0,50.0,58.0,75.0,50.0,74.0,41.5,50,50.0,50.0,50.0,70,50.0,50.0,50.0,50,50,0.4577,10,Enter near $143.09; place stop around $139.76 (2×ATR); target about $148.09 (3×ATR); reassess after 10 days.,Enter near $143.09; place stop around $139.76 (2×ATR); target about $148.09 (3×ATR); reassess after 10 days.,143.09,139.76,148.09,10,"RSI 60; Price above 50-day trend; Golden cross bias (50d > 200d); 3M +15.9% momentum; Patterns: Double Bottom, Cup & Handle; ML upside odds 46%",2.0,"Double Bottom, Cup & Handle",0.91,,,0.134,"Double Bottom, Cup & Handle"
DIS,Walt Disney Company (The),Communication Services,113.47000122070312,BUY,65.67,91.0,66.0,50.0,59.0,50.0,50.0,44.8,50,50.0,50.0,50.0,70,50.0,50.0,50.0,50,50,0.4741,10,Enter near $113.47; place stop around $109.60 (2×ATR); target about $119.28 (3×ATR); reassess after 10 days.,Enter near $113.47; place stop around $109.60 (2×ATR); target about $119.28 (3×ATR); reassess after 10 days.,113.47,109.6,119.28,10,"RSI 29 (oversold rebound); Price below 50-day trend; Golden cross bias (50d > 200d); 3M -8.5% pullback; Patterns: Double Top, Cup & Handle; ML upside odds 47%",2.0,"Double Top, Cup & Handle",0.72,,,0.153,"Double Top, Cup & Handle"
FAST,Fastenal Company,Industrials,48.70000076293945,BUY,65.64,85.0,40.0,68.0,75.0,50.0,74.0,42.9,50,50.0,50.0,50.0,70,50.0,50.0,50.0,50,50,0.4644,9,Enter near $48.70; place stop around $46.85 (2×ATR); target about $51.47 (3×ATR); reassess after 9 days.,Enter near $48.70; place stop around $46.85 (2×ATR); target about $51.47 (3×ATR); reassess after 9 days.,48.7,46.85,51.47,9,"RSI 55; Price above 50-day trend; Golden cross bias (50d > 200d); 3M +16.0% momentum; Patterns: Double Bottom, Cup & Handle; ML upside odds 46%",2.0,"Double Bottom, Cup & Handle",0.81,,,0.206,"Double Bottom, Cup & Handle"
EW,Edwards Lifesciences Corporatio,Healthcare,76.25,BUY,65.59,87.0,50.0,60.0,75.0,55.0,50.0,43.9,50,50.0,50.0,50.0,70,50.0,50.0,50.0,50,50,0.4696,9,Enter near $76.25; place stop around $73.00 (2×ATR); target about $81.12 (3×ATR); reassess after 9 days.,Enter near $76.25; place stop around $73.00 (2×ATR); target about $81.12 (3×ATR); reassess after 9 days.,76.25,73.0,81.12,9,"RSI 28 (oversold rebound); Price below 50-day trend; Golden cross bias (50d > 200d); 1M -6.1% pullback; Patterns: Double Top, Cup & Handle; ML upside odds 47%",2.0,"Double Top, Cup & Handle",1.01,,,0.169,"Double Top, Cup & Handle"
LVS,Las Vegas Sands Corp.,Consumer Cyclical,54.0099983215332,BUY,65.57,85.0,50.0,68.0,55.0,50.0,74.0,45.7,50,50.0,50.0,50.0,70,50.0,50.0,50.0,50,50,0.4784,8,Enter near $54.01; place stop around $51.60 (2×ATR); target about $57.62 (3×ATR); reassess after 8 days.,Enter near $54.01; place stop around $51.60 (2×ATR); target about $57.62 (3×ATR); reassess after 8 days.,54.01,51.6,57.62,8,"RSI 52; Price above 50-day trend; Golden cross bias (50d > 200d); 1M -6.4% pullback; 3M +24.1% momentum; Patterns: Double Bottom, Cup & Handle; ML upside odds 48%",2.0,"Double Bottom, Cup & Handle",0.6,,,0.232,"Double Bottom, Cup & Handle"
BR,"Broadridge Financial Solutions,",Technology,236.0,BUY,65.56,87.0,50.0,58.0,75.0,50.0,50.0,44.6,50,50.0,50.0,50.0,70,50.0,50.0,50.0,60,50,0.4729,9,Enter near $236.00; place stop around $228.19 (2×ATR); target about $247.72 (3×ATR); reassess after 9 days.,Enter near $236.00; place stop around $228.19 (2×ATR); target about $247.72 (3×ATR); reassess after 9 days.,236.0,228.19,247.72,9,"RSI 20 (oversold rebound); Price below 50-day trend; Golden cross bias (50d > 200d); 1M -8.2% pullback; Patterns: Double Top, Cup & Handle; ML upside odds 47%",2.0,"Double Top, Cup & Handle",0.9,,,0.17,"Double Top, Cup & Handle"
MA,Mastercard Incorporated,Financial Services,565.1300048828125,BUY,65.53,72.0,56.0,78.0,75.0,50.0,50.0,47.6,50,50.0,50.0,50.0,70,50.0,50.0,50.0,55,50,0.4882,10,Enter near $565.13; place stop around $545.19 (2×ATR); target about $595.04 (3×ATR); reassess after 10 days.,Enter near $565.13; place stop around $545.19 (2×ATR); target about $595.04 (3×ATR); reassess after 10 days.,565.13,545.19,595.04,10,"RSI 36; Price below 50-day trend; Golden cross bias (50d > 200d); Patterns: Double Top, Cup & Handle; ML upside odds 49%",2.0,"Double Top, Cup & Handle",0.78,,,0.179,"Double Top, Cup & Handle"
CSCO,"Cisco Systems, Inc.",Technology,67.22000122070312,BUY,65.52,76.0,56.0,68.0,75.0,50.0,50.0,47.2,50,50.0,50.0,50.0,70,50.0,50.0,50.0,60,50,0.4861,9,Enter near $67.22; place stop around $64.93 (2×ATR); target about $70.66 (3×ATR); reassess after 9 days.,Enter near $67.22; place stop around $64.93 (2×ATR); target about $70.66 (3×ATR); reassess after 9 days.,67.22,64.93,70.66,9,"RSI 52; Price below 50-day trend; Golden cross bias (50d > 200d); Patterns: Double Top, Cup & Handle; ML upside odds 49%",2.0,"Double Top, Cup & Handle",0.8,,,0.176,"Double Top, Cup & Handle"
